,Unnamed: 0,Unnamed: 0.1,est,se
179,179,179,Learned MIPS Combined,2.6315724504502265e-06
180,180,180,IPS,3.838063601544294e-06
181,181,181,DR,4.809662986639677e-06
182,182,182,DM,1.7064438430310087e-05
183,183,183,SNIPS,3.767036709033604e-06
184,184,184,SwitchDR,5.4558501594768845e-06
185,185,185,MIPS,3.47471731264182e-06
186,186,186,MIPS (w/ SLOPE),4.527094738007858e-06
187,187,187,Learned MIPS OneHot,3.1654272270710224e-06
188,188,188,Learned MIPS FineTune,3.369919379441072e-06
189,189,189,Learned MIPS Combined,3.1979535075944106e-06
190,190,190,IPS,8.143544617510256e-06
191,191,191,DR,7.845182473891007e-06
192,192,192,DM,2.897138774930549e-07
193,193,193,SNIPS,7.973639428674924e-06
194,194,194,SwitchDR,4.359771662546539e-06
195,195,195,MIPS,7.462003318215761e-06
196,196,196,MIPS (w/ SLOPE),3.7920984138707847e-06
197,197,197,Learned MIPS OneHot,4.112594876829571e-06
198,198,198,Learned MIPS FineTune,5.620425396939266e-06
199,199,199,Learned MIPS Combined,4.439694110254073e-06
200,200,200,IPS,5.331710285350422e-06
201,201,201,DR,5.761400273833846e-06
202,202,202,DM,4.262337640167373e-06
203,203,203,SNIPS,5.312513921619153e-06
204,204,204,SwitchDR,5.761400273833846e-06
205,205,205,MIPS,5.692340622862711e-06
206,206,206,MIPS (w/ SLOPE),3.392843512599316e-06
207,207,207,Learned MIPS OneHot,3.565577392910536e-06
208,208,208,Learned MIPS FineTune,3.5641119568644137e-06
209,209,209,Learned MIPS Combined,4.0005505647033695e-06
210,210,210,IPS,3.617305962067668e-06
211,211,211,DR,3.300012501731296e-06
212,212,212,DM,7.443423931087344e-06
213,213,213,SNIPS,3.482995900386341e-06
214,214,214,SwitchDR,3.300012501731296e-06
215,215,215,MIPS,4.012909096302751e-06
216,216,216,MIPS (w/ SLOPE),1.4602034371218375e-06
217,217,217,Learned MIPS OneHot,1.8243235476135128e-06
218,218,218,Learned MIPS FineTune,2.369095384659789e-06
219,219,219,Learned MIPS Combined,2.0549483447703774e-06
220,220,220,IPS,4.347165159970276e-06
221,221,221,DR,4.7054091444217225e-06
222,222,222,DM,1.3375908099686655e-06
223,223,223,SNIPS,4.331917437757466e-06
224,224,224,SwitchDR,1.0008765454204183e-05
225,225,225,MIPS,4.616893103280031e-06
226,226,226,MIPS (w/ SLOPE),2.7637873371624976e-06
227,227,227,Learned MIPS OneHot,2.58392017643064e-06
228,228,228,Learned MIPS FineTune,2.8543360647616227e-06
229,229,229,Learned MIPS Combined,2.884305546209783e-06
230,230,230,IPS,2.6964321446873446e-06
231,231,231,DR,3.283810701006848e-06
232,232,232,DM,3.4458157607097e-06
233,233,233,SNIPS,2.725503070304606e-06
234,234,234,SwitchDR,1.4044496682526388e-06
235,235,235,MIPS,3.482658945292258e-06
236,236,236,MIPS (w/ SLOPE),1.917896382035704e-06
237,237,237,Learned MIPS OneHot,2.147613749141741e-06
238,238,238,Learned MIPS FineTune,2.356778047266284e-06
239,239,239,Learned MIPS Combined,2.0548877452261145e-06
240,240,240,IPS,2.645702800676823e-06
241,241,241,DR,2.384372610156407e-06
242,242,242,DM,8.059655718850441e-07
243,243,243,SNIPS,2.632240832895292e-06
244,244,244,SwitchDR,1.5384240267182027e-06
245,245,245,MIPS,2.3282105847016345e-06
246,246,246,MIPS (w/ SLOPE),3.480936926810505e-06
247,247,247,Learned MIPS OneHot,2.3119415311078216e-06
248,248,248,Learned MIPS FineTune,2.251741394392809e-06
249,249,249,Learned MIPS Combined,1.958235632559204e-06
250,250,250,IPS,3.1130002612185973e-06
251,251,251,DR,1.013770797189736e-06
252,252,252,DM,1.2361494786789408e-06
253,253,253,SNIPS,3.125736669376692e-06
254,254,254,SwitchDR,1.013770797189736e-06
255,255,255,MIPS,3.590917988325581e-06
256,256,256,MIPS (w/ SLOPE),2.9451216579672367e-06
257,257,257,Learned MIPS OneHot,2.225805688759104e-06
258,258,258,Learned MIPS FineTune,2.6667760992380584e-06
259,259,259,Learned MIPS Combined,2.549967616776414e-06
260,260,260,IPS,4.573753888157745e-06
261,261,261,DR,3.563520314155378e-06
262,262,262,DM,5.718859718793872e-07
263,263,263,SNIPS,4.555452798476965e-06
264,264,264,SwitchDR,2.7249000296886754e-06
265,265,265,MIPS,4.422434031180204e-06
266,266,266,MIPS (w/ SLOPE),4.667082833857938e-06
267,267,267,Learned MIPS OneHot,3.1620301876084347e-06
268,268,268,Learned MIPS FineTune,3.5912582081913323e-06
269,269,269,Learned MIPS Combined,3.9221792184762105e-06
270,270,270,IPS,8.914714344263862e-07
271,271,271,DR,4.258491599205694e-07
272,272,272,DM,1.3689976570254846e-05
273,273,273,SNIPS,7.742402383835227e-07
274,274,274,SwitchDR,2.3475779726834175e-11
275,275,275,MIPS,1.51518808497545e-06
276,276,276,MIPS (w/ SLOPE),2.6280331561544e-06
277,277,277,Learned MIPS OneHot,2.415053544568415e-06
278,278,278,Learned MIPS FineTune,2.4308308422865965e-06
279,279,279,Learned MIPS Combined,2.53858714320156e-06
280,280,280,IPS,4.063262776777106e-06
281,281,281,DR,3.1683569675430107e-06
282,282,282,DM,6.133114827035925e-06
283,283,283,SNIPS,3.95402350718826e-06
284,284,284,SwitchDR,6.200723474153638e-06
285,285,285,MIPS,4.096076618615111e-06
286,286,286,MIPS (w/ SLOPE),3.11696125405206e-06
287,287,287,Learned MIPS OneHot,2.1526595151015283e-06
288,288,288,Learned MIPS FineTune,2.7328618708783453e-06
289,289,289,Learned MIPS Combined,2.572843159445877e-06
290,290,290,IPS,4.279609264448816e-06
291,291,291,DR,3.681981571802201e-06
292,292,292,DM,9.01051844300938e-06
293,293,293,SNIPS,4.137594547137503e-06
294,294,294,SwitchDR,6.51453491730021e-06
295,295,295,MIPS,4.631293668436111e-06
296,296,296,MIPS (w/ SLOPE),2.460335731735421e-06
297,297,297,Learned MIPS OneHot,2.4689388746729787e-06
298,298,298,Learned MIPS FineTune,3.435475867979533e-06
299,299,299,Learned MIPS Combined,2.6319851477083923e-06
300,300,300,IPS,3.416174629644991e-06
301,301,301,DR,2.845517551975064e-06
302,302,302,DM,7.670266656299932e-06
303,303,303,SNIPS,3.160981695830298e-06
304,304,304,SwitchDR,3.0569073259677137e-06
305,305,305,MIPS,3.480446753110521e-06
306,306,306,MIPS (w/ SLOPE),1.9747059045361093e-06
307,307,307,Learned MIPS OneHot,2.4127896097562936e-06
308,308,308,Learned MIPS FineTune,2.4791598195583408e-06
309,309,309,Learned MIPS Combined,2.577234671229764e-06
310,310,310,IPS,2.3840646163899385e-06
311,311,311,DR,1.7140583656596772e-06
312,312,312,DM,3.846607933989504e-06
313,313,313,SNIPS,2.305391901573799e-06
314,314,314,SwitchDR,1.789584989438308e-06
315,315,315,MIPS,2.1231226695251723e-06
316,316,316,MIPS (w/ SLOPE),1.943543003194212e-06
317,317,317,Learned MIPS OneHot,2.6206649514987213e-06
318,318,318,Learned MIPS FineTune,2.54626842854295e-06
319,319,319,Learned MIPS Combined,2.470781760937389e-06
320,320,320,IPS,3.588242352101568e-06
321,321,321,DR,2.879207004333417e-06
322,322,322,DM,1.919056431068622e-05
323,323,323,SNIPS,3.699187701275018e-06
324,324,324,SwitchDR,2.8545459053533423e-06
325,325,325,MIPS,3.269110374227366e-06
326,326,326,MIPS (w/ SLOPE),2.539466768924887e-06
327,327,327,Learned MIPS OneHot,2.7133929377413925e-06
328,328,328,Learned MIPS FineTune,3.241732036832251e-06
329,329,329,Learned MIPS Combined,2.761563469488003e-06
